run_num	trial_num	trial_type	trial_dur	iti_dur	start_time	end_time	stim	display_trial_feedback	noun	real_start_time	start_ttl	start_ttl_time
7	5	read	2	0.5	12.5	15.0	watermelon  	False	watermelon	230.50004229182375	210	0.6031302916817367
7	6	generate	2	0.5	15.0	17.5	wheel       	False	wheel	233.00004337518476	212	0.9029833748936652
7	7	generate	2	0.5	17.5	20.0	ground      	False	ground	235.50004075001925	215	0.1030204582493752
7	8	generate	2	0.5	20.0	22.5	professor   	False	professor	238.00004075001925	217	0.402875333558768
7	9	generate	2	0.5	22.5	25.0	library     	False	library	240.50003437511623	219	0.7030432499013841
7	10	generate	2	0.5	25.0	27.5	rooster     	False	rooster	243.00003891671076	221	1.0030262917280195
7	11	generate	2	0.5	27.5	30.0	snowman     	False	snowman	245.5000373334624	224	0.2029796249698847
8	0	read	2	0.5	0.0	2.5	button      	False	button	323.00024141650647	294	0.7053745836019516
8	1	read	2	0.5	2.5	5.0	screw       	False	screw	325.5000261249952	296	1.0050457916222513
8	2	read	2	0.5	5.0	7.5	truck       	False	truck	328.00002420833334	299	0.2051360830664634
8	3	read	2	0.5	7.5	10.0	clock       	False	clock	330.50002416665666	301	0.5049908750224859
8	4	read	2	0.5	10.0	12.5	bed         	False	bed	333.00003087497316	303	0.8051313750911504
8	5	read	2	0.5	12.5	15.0	seal        	False	seal	335.5000246251002	306	0.0060962499119341
8	6	generate	2	0.5	15.0	17.5	alcohol     	False	alcohol	338.0000325832516	308	0.3062439586501568
8	7	generate	2	0.5	17.5	20.0	ground      	False	ground	340.5000263333786	310	0.6062393335159868
8	8	generate	2	0.5	20.0	22.5	celery      	False	celery	343.00002595828846	312	0.9061081248801202
8	9	generate	2	0.5	22.5	25.0	suit        	False	suit	345.5000297499355	315	0.1062467498704791
8	10	generate	2	0.5	25.0	27.5	foot        	False	foot	348.000032375101	317	0.406050750054419
8	11	generate	2	0.5	27.5	30.0	passport    	False	passport	350.5000239999499	319	0.705951124895364
9	0	read	2	0.5	0.0	2.5	peacock     	False	peacock	428.0002387498971	390	0.1088181666564196
9	1	read	2	0.5	2.5	5.0	whistle     	False	whistle	430.5000098750461	392	0.4086405418347567
9	2	read	2	0.5	5.0	7.5	ocean       	False	ocean	433.00001254165545	394	0.7086004165466875
9	3	read	2	0.5	7.5	10.0	glove       	False	glove	435.5000108750537	396	1.0087165834847838
9	4	read	2	0.5	10.0	12.5	iron        	False	iron	438.00001129182056	399	0.2086402501445263
9	5	read	2	0.5	12.5	15.0	airplane    	False	airplane	440.5000116666779	401	0.508593583246693
9	6	generate	2	0.5	15.0	17.5	bicycle     	False	bicycle	443.00001079170033	403	0.808572500012815
9	7	generate	2	0.5	17.5	20.0	blouse      	False	blouse	445.5000154583249	406	0.008735500043258
9	8	generate	2	0.5	20.0	22.5	daisy       	False	daisy	448.0000123749487	408	0.3086397082079202
9	9	generate	2	0.5	22.5	25.0	coat        	False	coat	450.5000108750537	410	0.6087138333823532
9	10	generate	2	0.5	25.0	27.5	make-up     	False	make-up	453.00001487508416	412	0.9085871668066828
9	11	generate	2	0.5	27.5	30.0	chapel      	False	chapel	455.5000116250012	415	0.1087671667337417
10	0	read	2	0.5	0.0	2.5	printer     	False	printer	428.00023375009187	389	0.1029371251352131
10	1	read	2	0.5	2.5	5.0	university  	False	university	430.500026708236	391	0.4027731248643249
10	2	read	2	0.5	5.0	7.5	shoulders  	False	shoulders	433.0000352500938	393	0.7024379167705774
10	3	read	2	0.5	7.5	10.0	spider      	False	spider	435.5000311250333	395	1.002934749936685
10	4	read	2	0.5	10.0	12.5	trumpet     	False	trumpet	438.00003454182297	398	0.2029696248937398
10	5	read	2	0.5	12.5	15.0	orange      	False	orange	440.5000297501683	400	0.5029392498545349
10	6	generate	2	0.5	15.0	17.5	table       	False	table	443.0000252919272	402	0.8027050418313593
10	7	generate	2	0.5	17.5	20.0	pencil      	False	pencil	445.50003370828927	405	0.0029184580780565
10	8	generate	2	0.5	20.0	22.5	screw       	False	screw	448.00002183322795	407	0.3028660414274782
10	9	generate	2	0.5	22.5	25.0	car         	False	car	450.5000277501531	409	0.6028560418635607
10	10	generate	2	0.5	25.0	27.5	school      	False	school	453.00002062506974	411	0.9027001250069588
10	11	generate	2	0.5	27.5	30.0	toe         	False	toe	455.50003195833415	414	0.1029132083058357
11	0	read	2	0.5	0.0	2.5	peacock     	False	peacock	428.0002620832529	390	0.1211730416398495
11	1	read	2	0.5	2.5	5.0	breakfast   	False	breakfast	430.50002649985254	392	0.420771999983117
11	2	read	2	0.5	5.0	7.5	television  	False	television	433.00003729132	394	0.7207870418205857
11	3	read	2	0.5	7.5	10.0	shoulders  	False	shoulders	435.5000313331838	396	1.020868791732937
11	4	read	2	0.5	10.0	12.5	ruler       	False	ruler	438.0000293748453	399	0.2207232916262
11	5	read	2	0.5	12.5	15.0	magazine    	False	magazine	440.5000343748834	401	0.5208351663313806
11	6	generate	2	0.5	15.0	17.5	ostrich     	False	ostrich	443.0000361248385	403	0.820675500202924
11	7	generate	2	0.5	17.5	20.0	waterfall   	False	waterfall	445.5000278749503	406	0.0206903333310037
11	8	generate	2	0.5	20.0	22.5	candle      	False	candle	448.0000258749351	408	0.3207684163935482
11	9	generate	2	0.5	22.5	25.0	camel       	False	camel	450.5000306663569	410	0.6206985001917928
11	10	generate	2	0.5	25.0	27.5	windmill    	False	windmill	453.0000258749351	412	0.920481374952942
11	11	generate	2	0.5	27.5	30.0	toothbrush  	False	toothbrush	455.5000239580404	415	0.1208089999854564
12	0	read	2	0.5	0.0	2.5	snowman     	False	snowman	113.00023324997164	103	0.8085818334948272
12	1	read	2	0.5	2.5	5.0	rock        	False	rock	115.50002229143864	106	0.0084260418079793
12	2	read	2	0.5	5.0	7.5	plug        	False	plug	118.00003204145467	108	0.3083633335772902
12	3	read	2	0.5	7.5	10.0	bed         	False	bed	120.500023458153	110	0.6084315001498908
12	4	read	2	0.5	10.0	12.5	professor   	False	professor	123.00003487500362	112	0.9082704582251608
12	5	read	2	0.5	12.5	15.0	window      	False	window	125.50002495828085	115	0.1084754583425819
12	6	generate	2	0.5	15.0	17.5	student     	False	student	128.00002295826562	117	0.4083719584159553
12	7	generate	2	0.5	17.5	20.0	artichoke   	False	artichoke	130.50003033317626	119	0.708484708564356
12	8	generate	2	0.5	20.0	22.5	ruler       	False	ruler	133.00003145821393	121	1.0083232917822895
12	9	generate	2	0.5	22.5	25.0	nut         	False	nut	135.50003070826642	124	0.2082599168643355
12	10	generate	2	0.5	25.0	27.5	screwdriver 	False	screwdriver	138.00002387491986	126	0.5084583749994636
12	11	generate	2	0.5	27.5	30.0	duck        	False	duck	140.50003300001845	128	0.8084454163908958
13	0	read	2	0.5	0.0	2.5	pumpkin     	False	pumpkin	218.00022758333944	199	0.2017359165474772
13	1	read	2	0.5	2.5	5.0	suit        	False	suit	220.50002037500963	201	0.5006092083640397
13	2	read	2	0.5	5.0	7.5	coat        	False	coat	223.0000160834752	203	0.801504916511476
13	3	read	2	0.5	7.5	10.0	beach       	False	beach	225.50003170850687	206	0.0014375415630638
13	4	read	2	0.5	10.0	12.5	donkey      	False	donkey	228.0000258749351	208	0.3015187915880233
13	5	read	2	0.5	12.5	15.0	truck       	False	truck	230.5000159167685	210	0.6016468750312924
13	6	generate	2	0.5	15.0	17.5	poetry      	False	poetry	233.00002558343112	212	0.901473666774109
13	7	generate	2	0.5	17.5	20.0	baby        	False	baby	235.50001687486656	215	0.1006728333886712
13	8	generate	2	0.5	20.0	22.5	alarm       	False	alarm	238.00001741666347	217	0.4005493752192706
13	9	generate	2	0.5	22.5	25.0	pizza      	False	pizza	240.50002229167148	219	0.7006195832509547
13	10	generate	2	0.5	25.0	27.5	bat         	False	bat	243.00001516658813	221	1.0014410000294447
13	11	generate	2	0.5	27.5	30.0	snowman     	False	snowman	245.50001420849003	224	0.2015680000185966
14	0	read	2	0.5	0.0	2.5	asparagus   	False	asparagus	218.0002123333979	199	0.2028775000944733
14	1	read	2	0.5	2.5	5.0	orange      	False	orange	220.50001412490383	201	0.5022985001560301
14	2	read	2	0.5	5.0	7.5	cigar       	False	cigar	223.00002412497997	203	0.8027010832447559
14	3	read	2	0.5	7.5	10.0	goat        	False	goat	225.50002033333297	206	0.0027657500468194
14	4	read	2	0.5	10.0	12.5	party      	False	party	228.000019375002	208	0.3027505415957421
14	5	read	2	0.5	12.5	15.0	soap        	False	soap	230.5000274584163	210	0.6028210832737386
14	6	generate	2	0.5	15.0	17.5	flute       	False	flute	233.00002158340067	212	0.902611958095804
14	7	generate	2	0.5	17.5	20.0	bicycle     	False	bicycle	235.5000242916867	215	0.1027903750073164
14	8	generate	2	0.5	20.0	22.5	cat         	False	cat	238.00002445839343	217	0.4028839168604463
14	9	generate	2	0.5	22.5	25.0	monkey      	False	monkey	240.50001399987377	219	0.702663958305493
14	10	generate	2	0.5	25.0	27.5	thumb       	False	thumb	243.0000160834752	221	1.0027210416737944
14	11	generate	2	0.5	27.5	30.0	vest        	False	vest	245.50002037500963	224	0.2026254585944116
15	0	read	2	0.5	0.0	2.5	glass       	False	glass	393.0002275416627	358	0.3025429167319089
15	1	read	2	0.5	2.5	5.0	ladder      	False	ladder	395.5000268334989	360	0.6021547084674239
15	2	read	2	0.5	5.0	7.5	leaf        	False	leaf	398.000025458401	362	0.9020488332025708
15	3	read	2	0.5	7.5	10.0	orange      	False	orange	400.5000323334243	365	0.1018758751451969
15	4	read	2	0.5	10.0	12.5	frog        	False	frog	403.0000374584925	367	0.402223166776821
15	5	read	2	0.5	12.5	15.0	blouse      	False	blouse	405.5000298335217	369	0.7020429167896509
15	6	generate	2	0.5	15.0	17.5	stool       	False	stool	408.00003354181536	371	1.0021818750537932
15	7	generate	2	0.5	17.5	20.0	meal       	False	meal	410.50003816676326	374	0.2018145830370485
15	8	generate	2	0.5	20.0	22.5	pitcher     	False	pitcher	413.0000277918298	376	0.5021892499644309
15	9	generate	2	0.5	22.5	25.0	snowman     	False	snowman	415.5000255834311	378	0.8040233750361949
15	10	generate	2	0.5	25.0	27.5	car         	False	car	418.0000264584087	381	0.0021225833334028
15	11	generate	2	0.5	27.5	30.0	sock        	False	sock	420.5000316668302	383	0.3021322917193174
16	0	read	2	0.5	0.0	2.5	guitar      	False	guitar	43.000223875045776	40	0.10169266676530242
16	1	read	2	0.5	2.5	5.0	owl         	False	owl	45.50003325007856	42	0.40139991673640907
16	2	read	2	0.5	5.0	7.5	knife       	False	knife	48.00002608355135	44	0.7014892918523401
16	3	read	2	0.5	7.5	10.0	bat         	False	bat	50.50003195856698	46	1.001429041614756
16	4	read	2	0.5	10.0	12.5	lemon       	False	lemon	53.000024791806936	49	0.20150070823729038
16	5	read	2	0.5	12.5	15.0	carrot      	False	carrot	55.50002375012264	51	0.5015189999248832
16	6	generate	2	0.5	15.0	17.5	accordion   	False	accordion	58.00003141677007	53	0.8015477082226425
16	7	generate	2	0.5	17.5	20.0	grasshopper 	False	grasshopper	60.50002362509258	56	0.0014817914925515652
16	8	generate	2	0.5	20.0	22.5	finger      	False	finger	63.000035875011235	58	0.3014772080350667
16	9	generate	2	0.5	22.5	25.0	lobster     	False	lobster	65.50003037508577	60	0.6014449167996645
16	10	generate	2	0.5	25.0	27.5	cell        	False	cell	68.00002895854414	62	0.9014106667600572
16	11	generate	2	0.5	27.5	30.0	fish        	False	fish	70.50003754184581	65	0.10149091645143926
